,time,rela,crel,time1,rela.1,crel.1,time2,rela.2,crel.2,time3,rela.3,crel.3,time4,rela.4,crel.4
100,11.50805556,0.792330716,0.899967217,11.51,0.776180862,0.657289585,11.51194444,0.791163384,1.356492551,11.51194444,0.829977617,1.013287786,11.51194444,0.593005935,0.745366721
101,11.62472222,0.793779998,0.877326518,11.62666667,0.783188994,0.667641958,11.62861111,0.769555458,1.335233248,11.62861111,0.801169867,1.008919786,11.62861111,0.585635819,0.729541189
102,11.74138889,0.801145998,0.858538355,11.74333333,0.761317574,0.683694538,11.74527778,0.748490054,1.323475787,11.74527778,0.781391965,0.977274309,11.74527778,0.585664799,0.710963988
103,11.85805556,0.816785694,0.855079446,11.86,0.713730698,0.679692832,11.86194444,0.729528916,1.322579565,11.86194444,0.777483595,0.928854412,11.86194444,0.595678147,0.69004635
104,11.97472222,0.82773029,0.857748245,11.97666667,0.684519573,0.66776696,11.97861111,0.712582249,1.336361554,11.97861111,0.785460638,0.897263613,11.97861111,0.591379541,0.670212562
,,0.812640871,0.848360445,,0.660779867,0.645864275,,0.698473505,1.344356093,,0.79758242,0.891417327,,0.575434431,0.651587047
,,0.788731839,0.820204526,,0.643429711,0.618910457,,0.676817343,1.317552921,,0.806700008,0.902385083,,0.556459249,0.630897686
,,0.762069151,0.781901413,,0.639287645,0.607559047,,0.660926411,1.266373701,,0.801197882,0.940325263,,0.532816046,0.616082369
,,0.702936798,0.749739832,,0.633682501,0.636959013,,0.664935861,1.216695778,,0.793012889,0.988210236,,0.51470576,0.615976813
,,0.629483338,0.719843464,,0.632328126,0.68885876,,0.668380715,1.191655722,,0.786276272,1.008813439,,0.522384509,0.630904366
,,0.583294849,0.683147873,,0.655484467,0.743742879,,0.66682514,1.189574927,,0.774666216,0.999943059,,0.550038436,0.650601126
,,0.559813905,0.655557479,,0.659663974,0.777948742,,0.684583252,1.212257289,,0.74905799,0.966482871,,0.574519242,0.664043869
,,0.556042741,0.6549753,,0.657816946,0.784879989,,0.716250372,1.265885132,,0.715686683,0.912928281,,0.585680083,0.672703805
,,0.565469653,0.652123197,,0.661252471,0.754584412,,0.759276655,1.31612106,,0.665192052,0.857508095,,0.590413092,0.667603243
,,0.58247639,0.635828735,,0.620476336,0.707792358,,0.804376577,1.346968783,,0.625166523,0.826561379,,0.591957696,0.638340653
,,0.595405793,0.622929959,,0.547117068,0.67334782,,0.836713654,1.361259571,,0.61242679,0.809724697,,0.587649084,0.613213751
,,0.597349924,0.610505291,,0.489939478,0.641899936,,0.836425977,1.342940797,,0.628597068,0.810381069,,0.575664487,0.606991492
,,0.601795746,0.580586279,,0.455248743,0.603125612,,0.800134305,1.301469992,,0.664380547,0.836944108,,0.560714919,0.599677124
,,0.62762074,0.55214929,,0.446573065,0.559278965,,0.743618679,1.275170445,,0.697027255,0.857700905,,0.551396792,0.597100924
,,0.650447044,0.538520741,,0.468114391,0.519179164,,0.677954783,1.248791603,,0.716481745,0.853757313,,0.538665901,0.607253653
,,0.647952081,0.53240184,,0.506316067,0.486234069,,0.60368719,1.20929104,,0.717500283,0.841621293,,0.529453567,0.614662889
